Marketing Name,Product Code,Code,Product Type,Color Description,First Offer Date,Primary,Secondary,Accent,Match to Garment,Light Tonal,Dark Tonal,Neutral,Green,Match to Swoosh,Notes,Secondary Palette Title,Primary2,Secondary2,Accent2,Match to Garment2,Light Tonal2,Dark Tonal2,Neutral2,Green2,Match to Swoosh2,@Front Image,@Back Image
NIKE VICTORY SOLID POLO,725518-852,852,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/(WHITE),1/1/17,2297R,2296R,1077M,2420R,1077M,1039M,1128M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725518-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725518-852-LASBH001.PNG
NIKE VICTORY SOLID POLO,725518-856,856,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",BRIGHT MANDARIN/(WHITE),1/1/17,2297R,2296R,1021M,2330R,2256R,1021M,1138M,1369M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725518-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725518-856-LASBH001.PNG
NIKE VICTORY MINI STRIPE POLO,725520-300,300,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",ELECTRO GREEN/WHITE/(WHITE),5/1/17,2312R,1086M,1079S,2297R,1302M,1079S,1138M,2595R,2297R,STRIPE MATCH 2312R,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-300-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-300-LASBH001.PNG
NIKE VICTORY MINI STRIPE POLO,725520-432,432,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",VIVID SKY/WHITE/(WHITE),1/1/17,1289M,1086M,1096M,2297R,1092M,1096M,1138M,1079M,2297R,STRIPE MATCH 1289M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-432-LASBH001.PNG
NIKE VICTORY MINI STRIPE POLO,725520-607,607,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/WHITE/(WHITE),5/1/17,1183M,1086M,2376R,2297R,2500R,2376R,1084M,1250M,2297R,STRIPE MATCH 1183M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-607-LASBH001.PNG
NIKE VICTORY MINI STRIPE POLO,725520-852,852,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/WHITE/(WHITE),1/1/17,2420R,1086M,1039M,2297R,1077M,1039M,1128M,1079M,2297R,STRIPE MATCH 2420R,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-852-LASBH001.PNG
NIKE VICTORY MINI STRIPE POLO,725520-856,856,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",BRIGHT MANDARIN/WHITE/(WHITE),5/1/17,2330R,1086M,1021M,2297R,2256R,1021M,1138M,1369M,2297R,STRIPE MATCH 2330R,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725520-856-LASBH001.PNG
NIKE VICTORY SOLID POLO,725582-358,358,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",ELECTROLIME/(WHITE),3/1/17,2297R,2296R,2471R,2326R,2557R,2471R,2571R,2548R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-358-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-358-LASBH001.PNG
NIKE VICTORY SOLID POLO,725582-432,432,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",VIVID SKY/(WHITE),5/1/17,2297R,2296R,1096M,1289M,1092M,1096M,1138M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-432-LASBH001.PNG
NIKE VICTORY SOLID POLO,725582-512,512,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/(WHITE),3/1/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-512-LASBH001.PNG
NIKE VICTORY SOLID POLO,725582-607,607,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/(WHITE),5/1/17,2297R,2296R,2500R,1183M,2500R,2376R,1084M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-607-LASBH001.PNG
NIKE VICTORY SOLID POLO,725582-852,852,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/(WHITE),1/1/17,2297R,2296R,1077M,2420R,1077M,1039M,1128M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-852-LASBH001.PNG
NIKE VICTORY SOLID POLO,725582-856,856,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",BRIGHT MANDARIN/(WHITE),5/1/17,2297R,2296R,1021M,2330R,2256R,1021M,1138M,1369M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725582-856-LASBH001.PNG
NIKE WMNS ICON HEATHER POLO,725584-432,432,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",VIVID SKY/HTR/(WHITE),5/1/17,2297R,2296R,1096M,1289M,1092M,1096M,1138M,1079M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-432-LASBH001.PNG
NIKE WMNS ICON HEATHER POLO,725584-512,512,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/HTR/(WHITE),3/1/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-512-LASBH001.PNG
NIKE WMNS ICON HEATHER POLO,725584-607,607,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/HTR/(WHITE),5/1/17,2297R,2296R,2591R,2500R,2591R,2376R,1084M,1250M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-607-LASBH001.PNG
NIKE WMNS ICON HEATHER POLO,725584-676,676,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",LAVA GLOW/HTR/(WHITE),1/1/17,2297R,2296R,1184M,1107M,1016M,1184M,1084M,1079M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-676-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-676-LASBH001.PNG
NIKE WMNS ICON HEATHER POLO,725584-852,852,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/HTR/(WHITE),1/1/17,2297R,2296R,1039M,2420R,1077M,1039M,1128M,1079M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-852-LASBH001.PNG
NIKE WMNS ICON HEATHER POLO,725584-856,856,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",BRIGHT MANDARIN/HTR/(WHITE),5/1/17,2297R,2296R,1021M,1178M,2256R,1021M,1138M,1369M,2297R,HEATHERED FABRIC,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725584-856-LASBH001.PNG
NIKE VICTORY STRIPE POLO,725585-432,432,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",VIVID SKY/WHITE/(WHITE),5/1/17,1289M,1086M,1096M,2297R,1092M,1096M,1138M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725585-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725585-432-LASBH001.PNG
NIKE VICTORY STRIPE POLO,725585-512,512,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/WHITE/(WHITE),3/1/17,2385R,1086M,1266M,2297R,1266M,1197S,1128M,2323R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725585-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725585-512-LASBH001.PNG
NIKE VICTORY STRIPE POLO,725585-607,607,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/WHITE/(WHITE),5/1/17,1183M,1086M,2500R,2297R,2500R,2376R,1084M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725585-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725585-607-LASBH001.PNG
NIKE VICTORY STRIPE POLO,725585-852,852,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/WHITE/(WHITE),1/1/17,2420R,1086M,1077M,2297R,1077M,1039M,1128M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725585-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725585-852-LASBH001.PNG
NIKE SHIELD WIND JACKET,726154-512,512,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/(WHITE),3/1/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\726154-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\726154-512-LASBH001.PNG
NIKE SHIELD WIND JACKET,726154-852,852,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",MAX ORANGE/(BLACK),1/1/17,2296R,2297R,1077M,2420R,1077M,1039M,1128M,1079M,2296R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\726154-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\726154-852-LASBH001.PNG
GIRL'S NIKE VICTORY POLO,742718-512,512,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/WHITE/(WHITE),1/1/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\742718-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\742718-512-LASBH001.PNG
GIRL'S NIKE VICTORY POLO,742718-607,607,"T153 LC,RC, RS, LLH, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/WHITE/(WHITE),1/1/17,2297R,2296R,2500R,1183M,2500R,2376R,1084M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\742718-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\742718-607-LASBH001.PNG
NIKE FLIGHT CONVERTIBLE JACKET,725690-617,358,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",RACER PINK/(METALLIC SILVER),3/1/17,2296R,1011M,2432R,1907M,2246R,2432R,1084M,1079M,1011M,BLACK HEM & ARM OPENING EDGES,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725690-617-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725690-617-LASBH001.PNG
NIKE FLIGHT CONVERTIBLE JACKET,725690-387,387,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",PALM GREEN/(METALLIC SILVER),1/1/17,2296R,1011M,1337M,1394M,1337M,1393M,1128M,1048M,1011M,BLACK HEM & ARM OPENING EDGES,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725690-387-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725690-387-LASBH001.PNG
NIKE FLIGHT CONVERTIBLE JACKET,725690-452,452,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",PARAMOUNT BLUE/(M SILV),3/1/17,1011M,2296R,1335M,2429R,1335M,1044M,1128M,2323R,1011M,BLACK HEM & ARM OPENING EDGES,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725690-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725690-452-LASBH001.PNG
NIKE GOLF FULL-ZIP SHIELD JKT,726401-512,512,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",DEEPNT/DPROYH/BLACK/(REFSIL),3/1/17,1011M,2296R,1266M,2385R,1266M,1197S,1128M,2323R,1011M,,SLEEVES & BACK YOKE,1011M,2385M,2296R,0943C,1166S,2296R,1062M,1079M,1011M,V:\LINE PREP\Line Prep\SpSu 2017\New images\726401-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\726401-512-LASBH001.PNG
NIKE GOLF FULL-ZIP SHIELD JKT,726401-852,852,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",MAXORG/LTURDH/BLACK/(REFSIL),1/1/17,1011M,2296R,1077M,2420R,1077M,1039M,1128M,1079M,1011M,,,1011M,2420R,2296R,0943C,1166S,2296R,1062M,1079M,1011M,V:\LINE PREP\Line Prep\SpSu 2017\New images\726401-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\726401-852-LASBH001.PNG
NIKE GOLF 1/2-ZIP SHIELD TOP,726405-852,852,"T154 RC, LS, RS, LLH, LRH, BY, BRS, LCL, RCL",MAXORG/LTURDH/MAXORG/(REFSIL),1/1/17,1011M,2296R,1077M,2420R,1077M,1039M,1128M,1079M,1011M,,SLEEVES & BACK YOKE,1011M,2420R,2296R,0943C,1166S,2296R,1062M,1079M,1011M,V:\LINE PREP\Line Prep\SpSu 2017\New images\726405-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\726405-852-LASBH001.PNG
NIKE VICTORY SOLID S/L POLO,725598-358,358,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",ELECTROLIME/(WHITE),3/1/17,2297R,2296R,2471R,2326R,2557R,2471R,2571R,2548R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-358-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-358-LASBH001.PNG
NIKE VICTORY SOLID S/L POLO,725598-432,432,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",VIVID SKY/(WHITE),5/1/17,2297R,2296R,1096M,1289M,1092M,1096M,1138M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-432-LASBH001.PNG
NIKE VICTORY SOLID S/L POLO,725598-512,512,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/(WHITE),3/1/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-512-LASBH001.PNG
NIKE VICTORY SOLID S/L POLO,725598-607,607,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/(WHITE),5/1/17,2297R,2296R,2500R,1183M,2500R,2376R,1084M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-607-LASBH001.PNG
NIKE VICTORY SOLID S/L POLO,725598-852,852,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",MAX ORANGE/(WHITE),1/1/17,2297R,2296R,1077M,2420R,1077M,1039M,1128M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-852-LASBH001.PNG
NIKE VICTORY SOLID S/L POLO,725598-856,856,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",BRIGHT MANDARIN/(WHITE),5/1/17,2297R,2296R,1021M,2330R,2256R,1021M,1138M,1369M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725598-856-LASBH001.PNG
NIKE VICTORY STRIPE S/L POLO,725600-432,432,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",VIVID SKY/WHITE/(WHITE),5/1/17,1289M,2296R,1096M,2297R,1092M,1096M,1138M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-432-LASBH001.PNG
NIKE VICTORY STRIPE S/L POLO,725600-512,512,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/WHITE/(WHITE),3/1/17,2385R,2296R,1266M,2297R,1266M,1197S,1128M,2323R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-512-LASBH001.PNG
NIKE VICTORY STRIPE S/L POLO,725600-607,607,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",SPORT FUCHSIA/WHITE/(WHITE),5/1/17,1183M,2296R,2500R,2297R,2500R,2376R,1084M,1250M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-607-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-607-LASBH001.PNG
NIKE VICTORY STRIPE S/L POLO,725600-852,852,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",MAX ORANGE/WHITE/(WHITE),1/1/17,2420R,2296R,1077M,2297R,1077M,1039M,1128M,1079M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-852-LASBH001.PNG
NIKE VICTORY STRIPE S/L POLO,725600-856,856,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",BRIGHT MANDARIN/WHITE/(WHITE),5/1/17,2330R,2296R,1021M,2297R,2256R,1021M,1138M,1369M,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\725600-856-LASBH001.PNG
NIKE SHIELD WIND VEST,726156-512,512,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",DEEP NIGHT/(WHITE),3/1/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\726156-512-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\726156-512-LASBH001.PNG
NIKE SHIELD WIND VEST,726156-852,852,"T156 LC,RC, LRH, BY, BRS, LCL, RCL",MAX ORANGE/(BLACK),1/1/17,2296R,2297R,1077M,2420R,1077M,1039M,1128M,1079M,2296R,,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\726156-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\726156-852-LASBH001.PNG
DRI-FIT SOLAR SLEEVE,619399-387,387,"T165 LS, RS",PALM GREEN/(WHITE),3/1/17,2297R,2296R,1099M,0552C,1099M,2601R,1128M,1048M,2297R,"CRESTED UPPER ARM END; MAX LOGO 2.25""W BY 1.75""H; COMES IN A BLACK ZIPPERED POUCH",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\619399-387-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\619399-387-LASBH001.PNG
DRI-FIT SOLAR SLEEVE,619399-452,452,"T165 LS, RS",PARAMOUNT BLUE/(BLACK),3/1/17,2296R,2297R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,"CRESTED UPPER ARM END; MAX LOGO 2.25""W BY 1.75""H; COMES IN A BLACK ZIPPERED POUCH",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\619399-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\619399-452-LASBH001.PNG
NIKE RANGE SWEATER HOODIE,726528-231,231,"T175 LS, RS, RC, LRH, LLH, LCL, RCL, BRS",OLIVE KHAKI HTR/(FLT SILVER),1/1/17,1241M,1011M,2296R,1308M,1337M,1394M,1060M,1394M,1011M,ZIPPER & STITCHING MATCH 1241M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\726528-231-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\726528-231-LASBH001.PNG
NIKE RANGE SWEATER CREW,726526-231,231,"T224 RC, LS, RS, LLH, LRH, BY, BRS",OLIVE KHAKI HTR/(FLT SILVER),1/1/17,1241M,1011M,2296R,1308M,1337M,1394M,1060M,1394M,1011M,STITCHING MATCH 1241M,,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\726526-231-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\726526-231-LASBH001.PNG
NIKE GOLF TECH VISOR,727033-432,432,V6 VLP,VIVID SKY/ANTHRACITE/(WHITE),5/1/17,2297R,2296R,1096M,1289M,1092M,1096M,1138M,1079M,2297R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\727033-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\727033-432-LASBH001.PNG
NIKE GOLF TECH VISOR,727033-452,452,V6 VLP,PARAMOUNT BLUE/ANTHRA/(WHITE),3/1/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\727033-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\727033-452-LASBH001.PNG
NIKE GOLF TECH VISOR,727033-852,852,V6 VLP,MAX ORANGE/ANTHRACITE/(BLACK),1/1/17,2296R,2297R,1077M,2420R,1077M,1039M,1128M,1079M,2296R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\727033-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\727033-852-LASBH001.PNG
NIKE GOLF TECH VISOR,727033-856,856,V6 VLP,BRIGHT MANDARIN/ANTHRA/(WHITE),5/1/17,2297R,2296R,1021M,2330R,2256R,1021M,1138M,1369M,2297R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\727033-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\727033-856-LASBH001.PNG
TECH VISOR 2016,742709-358,358,V6 VLP,ELECTROLIME/(BLACK),3/1/17,2296R,2296R,2471R,2326R,2557R,2471R,2571R,2548R,2296R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-358-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-358-LASBH001.PNG
TECH VISOR 2016,742709-432,432,V6 VLP,VIVID SKY/(WHITE),5/1/17,2297R,2296R,1096M,1289M,1092M,1096M,1138M,1079M,2297R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-432-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-432-LASBH001.PNG
TECH VISOR 2016,742709-452,452,V6 VLP,PARAMOUNT BLUE/(WHITE),2/28/17,2297R,2296R,1266M,2385R,1266M,1197S,1128M,2323R,2297R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-452-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-452-LASBH001.PNG
TECH VISOR 2016,742709-617,617,V6 VLP,RACER PINK/(WHITE),5/1/17,2297R,2296R,2432R,1907M,2246R,2432R,1084M,1079M,2297R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-617-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-617-LASBH001.PNG
TECH VISOR 2016,742709-852,852,V6 VLP,MAX ORANGE/(WHITE),1/1/17,2297R,2296R,1077M,2420R,1077M,1039M,1128M,1079M,2297R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-852-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-852-LASBH001.PNG
TECH VISOR 2016,742709-856,856,V6 VLP,BRIGHT MANDARIN/(WHITE),5/1/17,2297R,2296R,1021M,2330R,2256R,1021M,1138M,1369M,2297R,"LEFT PANEL ONLY MAX 1""H BY 2.5""W",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-856-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\742709-856-LASBH001.PNG
SCARF 3.0,831056-065,65,"C14 FC, LP, RP",COOL GREY/COOL GREY/(WHITE),1/1/17,2297R,2296R,0919C,0945C,0919C,1241M,2474R,1250M,2297R,"AVAILABLE PLACEMENTS FRONT CENTER ONLY - 1"" FROM RAW EDGE ON END WITH SWOOSH TAG ON SOLID COLORED SIDE",,,,,,,,,,,V:\LINE PREP\Line Prep\SpSu 2017\New images\831056-065-LASFH001.PNG,V:\LINE PREP\Line Prep\SpSu 2017\New images\831056-065-LASBH001.PNG
